,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
319,Severnoye,40,RU,1567726056,90,54.09,52.54,49.01,5.73
320,Kachiry,100,KZ,1567726056,68,53.07,76.1,56.21,20.83
322,Burnie,99,AU,1567726057,84,-41.05,145.91,48,15.99
323,Aksarka,0,RU,1567726057,95,66.56,67.8,47.57,8.81
324,Zaragoza,20,SV,1567725784,66,13.59,-89.29,86.65,5.82
325,Saint-Philippe,75,CA,1567726057,52,45.36,-73.48,64.78,10.29
326,Marmande,0,FR,1567726057,76,44.5,0.16,52.77,2.24
327,Trairi,2,BR,1567726057,86,-3.28,-39.27,72.59,5.06
328,Rosarito,40,CO,1567726057,65,4.91,-75.23,86.63,9.17
329,Pangai,20,TO,1567726058,61,-19.8,-174.35,78.8,6.93
330,Kudahuvadhoo,24,MV,1567726058,70,2.67,72.89,83.93,5.99
331,Bubaque,89,GW,1567726058,83,11.28,-15.83,80.51,12.62
332,Coahuayana,54,MX,1567726058,80,18.62,-100.35,80.51,2.17
333,Seoul,1,KR,1567725786,100,37.57,126.98,71.22,2.24
334,Ahipara,62,NZ,1567726058,100,-35.17,173.16,55.99,33.53
335,Plainview,1,US,1567726058,27,34.18,-101.71,90.7,5.82
336,Moose Factory,1,CA,1567726058,81,51.26,-80.61,50,9.17
337,Codajas,79,BR,1567726059,58,-3.84,-62.06,83.57,1.1
338,Canutama,85,BR,1567726059,86,-6.53,-64.38,76.37,2.1
339,Sechura,60,PE,1567726059,84,-5.56,-80.82,63.41,11.39
340,Sitka,0,US,1567726059,28,37.17,-99.65,93.52,13
341,Provideniya,75,RU,1567726059,81,64.42,-173.23,50,4.47
342,San Cristobal,35,HN,1567726059,56,14.68,-86.92,77.45,7.92
343,Santo Antonio do Ica,96,BR,1567726059,96,-3.1,-67.94,73.85,3.36
344,Saint Anthony,1,US,1567726059,17,43.97,-111.68,88.07,3.36
345,Boissevain,40,CA,1567726060,49,49.23,-100.06,71.98,11.41
346,Petropavlovsk-Kamchatskiy,75,RU,1567726060,93,53.05,158.65,50,4.47
347,Vrangel,100,RU,1567726060,93,42.73,133.08,69.35,2.08
348,Orcotuna,55,PE,1567726060,74,-11.97,-75.33,44.15,5.14
349,Saint-Augustin,20,CA,1567726060,59,45.63,-73.98,65.07,2.24
350,Iqaluit,40,CA,1567726061,81,63.75,-68.52,42.35,4.7
351,Macamic,75,CA,1567726061,93,48.75,-79,55.4,3.49
352,Wakkanai,100,JP,1567726061,89,45.41,141.67,69.53,16.04
353,Ambilobe,56,MG,1567726061,87,-13.19,49.05,67.37,3.56
354,Anaconda,1,US,1567725901,14,46.13,-112.94,83.7,4.7
355,Monteria,75,CO,1567726061,66,10.74,-74.19,89.37,11.41
356,Maine-Soroa,0,NE,1567726061,61,13.21,12.02,83.93,16.24
358,Labuhan,55,ID,1567726062,68,-2.54,115.51,78.53,0.92
359,Tabuk,97,PH,1567726062,93,17.41,121.44,68.81,3.71
360,Komatipoort,98,MZ,1567726062,83,-25.43,31.96,64,5.01
361,Sal Rei,40,CV,1567726062,83,16.18,-22.92,80.6,10.29
362,Hasaki,75,JP,1567726062,88,35.73,140.83,78.15,1.12
363,Potosi,83,BO,1567726062,65,-19.59,-65.75,42.17,9.91
364,Innisfail,33,AU,1567726062,16,-17.52,146.03,75,1.99
367,Fairbanks,1,US,1567726063,51,64.84,-147.72,62.15,4.7
368,Tulun,69,RU,1567726063,81,54.56,100.58,46.13,6.35
369,Whitehorse,40,CA,1567726063,39,60.72,-135.06,61.27,4.7
370,Baghdad,0,IQ,1567726063,42,33.3,44.38,80.6,5.82
371,Koronowo,16,PL,1567726063,77,53.31,17.94,56.39,9.51
372,Upernavik,0,GL,1567726063,77,72.79,-56.15,39.65,5.86
373,Inverness,95,GB,1567726063,81,57.48,-4.23,53.42,20.8
374,Nyurba,99,RU,1567726064,79,63.29,118.35,46.31,7.05
375,Houma,0,CN,1567726064,49,35.63,111.36,71.33,8.21
376,Thinadhoo,52,MV,1567726064,80,0.53,72.93,82.31,13.91
377,Xining,97,CN,1567726064,77,36.62,101.77,52.79,2.37
379,Jogbani,68,NP,1567726064,82,26.4,87.26,80.15,8.43
380,Swellendam,0,ZA,1567726064,76,-34.02,20.44,55.4,10.29
381,Port Moresby,75,PG,1567726065,69,-9.47,147.16,75.2,5.82
382,Necochea,100,AR,1567726043,76,-38.55,-58.74,41.02,11.01
384,Qostanay,0,KZ,1567726065,81,53.17,63.58,50,13.42
385,Pauini,75,BR,1567726065,57,-7.71,-67,82.67,2.64
386,Quang Ngai,100,VN,1567726026,84,15.12,108.8,74.93,2.59
387,Yar-Sale,0,RU,1567726065,92,66.83,70.83,48.47,11.39
388,Lodwar,53,KE,1567726065,43,3.12,35.6,82.67,17.85
389,Vad,28,RO,1567726065,81,45.79,25.15,53.64,2.19
390,Mudgee,0,AU,1567726065,70,-32.6,149.59,55.27,3.36
391,Emerald,0,AU,1567726066,24,-23.53,148.16,72.45,6.93
392,Tasiilaq,84,GL,1567726066,65,65.61,-37.64,44.6,9.17
394,Guiratinga,0,BR,1567726066,18,-16.35,-53.76,81.41,3.51
396,Araouane,34,ML,1567726066,20,18.9,-3.53,97.07,2.75
397,Marsa Matruh,0,EG,1567726052,69,31.35,27.25,77,6.93
398,Sokol,68,RU,1567726066,95,59.46,40.11,49.37,2.53
399,Faanui,39,PF,1567726066,81,-16.48,-151.75,75.83,23.22
400,Pahrump,40,US,1567726067,22,36.21,-115.98,95.36,9.17
401,Dehui,75,CN,1567726067,94,44.53,125.71,68,2.24
403,Kyshtovka,0,RU,1567726067,94,56.56,76.62,43.97,11.63
404,Sao Filipe,100,CV,1567726067,82,14.9,-24.5,79.97,17.07
405,Honiara,20,SB,1567726067,83,-9.43,159.96,80.6,21.52
406,Mount Isa,36,AU,1567726067,40,-20.73,139.49,71.6,15.66
407,Kawalu,88,ID,1567726067,80,-7.38,108.21,67.73,4.65
408,Katsuura,40,JP,1567726067,83,33.93,134.5,80.6,11.41
409,Zyryanovsk,34,KZ,1567726068,40,49.74,84.27,45.77,4.63
410,Gulu,5,UG,1567726068,96,2.77,32.3,63.77,2.26
411,Port Keats,44,AU,1567726068,72,-14.25,129.55,77.99,3.11
412,Teguldet,91,RU,1567726068,96,57.31,88.17,43.25,3.22
413,Camocim,0,BR,1567725935,92,-2.9,-40.84,73.49,3.49
414,Laramie,90,US,1567726068,17,41.31,-105.59,76.66,9.55
415,Prince Rupert,1,CA,1567726068,82,54.32,-130.32,59,5.82
416,Port-Gentil,75,GA,1567725769,88,-0.72,8.78,77,12.75
417,Constantine,20,DZ,1567726068,88,36.36,6.61,62.6,4.7
419,Boditi,96,ET,1567726068,89,6.95,37.86,63.05,2.15
420,Grand Gaube,20,MU,1567726069,93,-20.01,57.66,67.1,3.36
421,La Asuncion,9,AR,1567726069,86,-26.05,-65.39,41.45,5.23
422,Baruun-Urt,1,MN,1567726069,29,46.68,113.28,66.65,7.58
423,Norsup,75,VU,1567726069,50,-16.07,167.38,78.8,11.41
424,Vestmanna,100,FO,1567726069,93,62.16,-7.17,48.2,2.24
425,Newport,1,US,1567725771,72,41.49,-71.31,62.67,4.7
426,Chalus,20,IR,1567726069,88,36.66,51.42,69.8,4.7
427,Ola,52,RU,1567726069,87,59.58,151.3,53.87,1.97
428,Tanhacu,58,BR,1567726070,62,-14.02,-41.25,70.97,6.2
429,Kjollefjord,100,NO,1567726070,88,70.95,27.35,48.65,12.59
430,Bathsheba,20,BB,1567726070,74,13.22,-59.52,84.2,5.82
431,Craig,90,US,1567725864,26,40.52,-107.55,79.88,17.22
432,Ashtabula,1,US,1567725921,72,41.87,-80.79,64.8,4.7
433,Talnakh,75,RU,1567726070,93,69.49,88.39,50,15.66
434,Kapit,94,MY,1567726070,87,2.02,112.94,77.81,0.81
436,Fuzhou,0,CN,1567726070,78,26.08,119.3,78.8,6.71
437,Katima Mulilo,0,NA,1567726070,25,-17.5,24.28,75.2,9.17
438,Haines Junction,1,CA,1567726071,37,60.75,-137.51,57.11,4.59
439,Athboy,75,IE,1567726071,81,53.62,-6.92,55.02,20.8
440,Kloulklubed,90,PW,1567725846,88,7.04,134.26,80.6,11.41
441,Rome,67,IT,1567726025,77,41.89,12.48,66.58,4.7
442,Kirakira,22,SB,1567726071,63,-10.46,161.92,78.17,13.11
443,New Kensington,1,US,1567726071,68,40.57,-79.76,70.57,5.77
444,Bahawalnagar,10,PK,1567726071,48,29.99,73.25,90.95,6.82
445,Taoudenni,4,ML,1567726071,15,22.68,-3.98,99.77,10.04
446,Qingquan,60,CN,1567726071,88,34.7,106,59.63,2.82
447,Lokoja,54,NG,1567726072,95,7.8,6.74,72.59,3.69
448,Cherskiy,92,RU,1567726072,54,68.75,161.3,49.19,6.62
449,Sain Alto,89,MX,1567726072,63,23.58,-103.25,67.19,2.86
451,Pokhara,100,NP,1567726072,93,28.21,83.99,57.11,1.97
452,Lubao,30,CD,1567726072,49,-5.39,25.75,76.55,2.3
453,General Pico,95,AR,1567726072,64,-35.66,-63.75,42.17,9.4
454,Ankang,15,CN,1567726072,78,32.73,108.99,69.17,1.79
456,Nanuque,3,BR,1567726073,71,-17.84,-40.35,70.79,10.94
457,Bafoulabe,63,ML,1567726073,79,13.81,-10.83,79.61,7.81
458,Chiredzi,0,ZW,1567726073,45,-21.05,31.67,65.03,10.27
459,Pouembout,0,NC,1567726073,64,-21.12,164.9,69.53,13.2
460,Shubarshi,98,KZ,1567726073,46,48.59,57.19,58.37,6.55
461,Kovdor,100,RU,1567726073,96,67.56,30.47,52.25,5.5
463,Konevo,51,BG,1567726073,89,41.67,25.61,61.07,5.32
464,Batemans Bay,91,AU,1567726074,70,-35.71,150.18,58.96,5.91
465,Ostrovnoy,100,RU,1567726074,83,68.05,39.51,54.77,17.2
466,Geraldton,90,CA,1567726074,100,49.72,-86.95,50,5.82
467,Pochutla,75,MX,1567726074,66,15.74,-96.47,88.18,10.29
469,Baryatino,68,RU,1567726074,96,54.31,34.52,53.51,0.36
470,Kungurtug,98,RU,1567726074,95,50.6,97.53,40.73,2.53
471,Luangwa,0,MZ,1567726074,56,-15.62,30.4,61.97,2.37
473,Macapa,0,BR,1567725995,83,0.05,-51.07,84.2,10.29
474,Eyl,2,SO,1567726075,74,7.98,49.82,75.29,23.49
475,Mount Gambier,75,AU,1567726075,93,-37.83,140.78,46.4,9.17
476,Fortuna,90,US,1567726075,72,40.6,-124.16,66.7,11.41
477,Westport,1,US,1567726075,56,41.14,-73.36,65.82,3.36
479,Devils Lake,1,US,1567725990,56,48.11,-98.87,73.4,13.87
480,Mecca,17,SA,1567725858,47,21.43,39.83,84.29,8.23
481,Nanortalik,100,GL,1567726075,85,60.14,-45.24,43.43,4.74
482,Athabasca,1,CA,1567726075,50,54.72,-113.29,65.21,6.55
484,Prado,6,CO,1567726076,39,3.75,-74.93,87.17,4.07
485,San Quintin,93,PH,1567726076,85,17.54,120.52,79.79,11.9
487,Birjand,0,IR,1567726076,24,32.86,59.22,68,13.87
488,Praia,0,BR,1567726076,68,-20.25,-43.81,71.6,11.41
489,Pucara,75,BO,1567726076,45,-21.7,-64.2,64.4,9.17
490,Sorland,100,NO,1567726076,78,67.67,12.69,50.09,17.96
491,Te Anau,96,NZ,1567726076,90,-45.41,167.72,40.73,8.86
493,Las Palmas,39,CO,1567726077,87,9.27,-75.33,78.89,4.94
494,Cuajinicuilapa,88,MX,1567726077,72,16.47,-98.41,84.11,5.32
495,Kovernino,80,RU,1567726077,95,57.13,43.81,53.69,3.11
496,Fort Nelson,40,CA,1567726077,32,58.81,-122.69,69.8,2.24
497,Heilbad Heiligenstadt,20,DE,1567726077,81,51.38,10.14,47.73,4.7
498,Kiama,20,AU,1567726077,100,-34.67,150.86,63.14,3.89
499,Taitung,75,TW,1567726077,78,22.76,121.15,82.4,3.36
500,Gambo,100,CF,1567726078,96,4.65,22.26,68.63,0.92
501,Evensk,100,RU,1567726078,97,61.92,159.24,47.39,5.97
502,Ilukste,6,LV,1567726078,87,55.98,26.3,56.39,6.73
503,Hay River,75,CA,1567726078,76,60.82,-115.79,57.2,8.05
505,Port Augusta,40,AU,1567726078,76,-32.49,137.76,51.53,16.11
506,Narsaq,100,GL,1567726078,74,60.91,-46.05,42.8,2.24
507,Diffa,10,NE,1567726078,58,13.32,12.61,84.65,16.4
508,Paralimni,57,GR,1567726079,67,40.99,23.67,69.98,3
510,Naklo nad Notecia,16,PL,1567726079,77,53.14,17.6,56.5,9.51
511,Luwuk,100,ID,1567726079,92,-0.95,122.79,64.85,4.21
513,Butembo,11,CD,1567726079,96,0.12,29.29,59.63,2.82
515,Oshnaviyeh,20,IR,1567726080,76,37.04,45.1,57.2,4.7
516,Dossor,0,KZ,1567726080,44,47.52,52.98,61.07,3.6
517,Beidao,69,CN,1567726080,87,34.57,105.89,61.43,4.25
518,Vieux-Habitants,6,GP,1567726080,78,16.06,-61.77,82.4,6.93
520,Carutapera,3,BR,1567726080,80,-1.2,-46.02,77.81,6.62
521,Malangali,5,TZ,1567726080,62,-8.57,34.85,64.31,3.91
522,Antalya,0,TR,1567726080,83,36.9,30.69,77,2.24
523,Gopalpur,100,BD,1567726081,90,24.18,89.13,80.15,7.2
524,Isabela,93,PH,1567726081,81,10.2,122.99,81.41,8.08
525,Astoria,1,US,1567726081,64,46.19,-123.83,72.43,8.05
526,Sabang,82,PH,1567726081,85,13.8,121.11,78.01,8.93
527,Tanout,90,NE,1567726081,57,14.97,8.88,81.23,14.81
528,Khandwa,100,IN,1567726082,90,21.82,76.36,76.55,10.4
529,Pecs,0,HU,1567726050,85,46.08,18.23,55.99,2.93
530,Boguchany,25,RU,1567726082,94,58.38,97.46,39.83,3.11
531,Zhigalovo,58,RU,1567726082,88,54.81,105.15,43.43,3.44
532,Marquelia,78,MX,1567726082,71,16.59,-98.82,84.83,8.14
533,Lekoni,100,GA,1567726082,81,-1.58,14.26,75.29,6.04
534,Hami,28,CN,1567726082,37,42.84,93.51,68.09,10.96
535,Meulaboh,73,ID,1567726083,85,4.14,96.13,81.05,9.31
536,Gewane,74,ET,1567726083,45,10.16,40.66,84.29,12.15
537,Novoseleznevo,51,RU,1567726083,95,55.68,69.21,45.59,11.63
538,Manali,10,IN,1567726083,84,32.25,77.19,40.55,1.43
540,Sinazongwe,0,ZM,1567726084,34,-17.26,27.46,63.23,3.83
541,Tateyama,40,JP,1567726084,58,36.66,137.31,86.09,8.05
542,Pinega,100,RU,1567726084,83,64.7,43.39,51.53,7.25
543,Polunochnoye,0,RU,1567726084,94,60.87,60.43,41.45,2.01
544,Rexburg,1,US,1567726084,17,43.82,-111.79,88.05,3.36
545,Yuzhno-Kurilsk,90,RU,1567726084,89,44.03,145.86,65.39,10.42
546,Waddan,11,LY,1567726084,48,29.16,16.14,77.09,9.89
547,Vavoua,75,CI,1567726085,97,7.38,-6.48,70.97,3
548,Tual,0,ID,1567726085,86,-5.67,132.75,76.37,15.84
550,Praya,20,ID,1567726085,100,-8.71,116.27,69.8,12.62
551,Vardo,75,US,1567726085,56,39.62,-77.74,71.46,6.93
552,Sokoni,1,CD,1567726085,50,-12.89,28.78,66,1.99
553,Nishihara,1,JP,1567726086,78,35.74,139.53,82.02,2.26
554,Osoyoos,75,CA,1567726086,47,49.03,-119.47,82.78,10.29
555,Sterling,90,US,1567726086,69,39,-77.4,73.27,5.82
556,Mount Pleasant,40,US,1567725922,32,33.16,-94.97,95.36,4.74
557,Havre-Saint-Pierre,40,CA,1567726086,87,50.23,-63.6,48.2,18.34
558,Brae,100,GB,1567726086,93,60.4,-1.35,50,14.99
559,Makakilo City,75,US,1567726086,52,21.35,-158.09,87.13,11.41
560,Porto Novo,75,BR,1567726086,82,-23.68,-45.44,59,2.24
561,Mahendragarh,56,IN,1567726087,67,28.27,76.15,84.65,4.72
562,Verkhnyaya Inta,36,RU,1567726087,82,65.99,60.32,52.97,7.92
563,Nuuk,40,GL,1567726087,75,64.17,-51.74,42.37,10.29
565,Vanavara,47,RU,1567726087,92,60.35,102.28,38.57,8.08
566,Urucara,24,BR,1567726087,50,-2.54,-57.76,84.65,2.59
567,Leningradskiy,53,RU,1567726087,87,69.38,178.42,43.43,3.89
568,Chulym,75,RU,1567726088,94,55.09,80.97,44.51,10.67
569,Lebork,0,PL,1567726088,76,54.54,17.75,55.9,10.29
570,Gayeri,1,BF,1567726088,69,12.65,0.49,79.97,6.91
571,Puerto Ayacucho,20,CO,1567726088,62,5.66,-67.63,86,6.4
572,Buraydah,20,SA,1567725936,20,26.33,43.97,96.8,17.22
573,Hearst,32,CA,1567726088,67,49.69,-83.67,51.53,3.89
574,Hamilton,20,CA,1567725939,56,43.26,-79.87,67.62,5.82
575,Omsukchan,100,RU,1567726088,90,62.53,155.8,43.61,1.41
576,Iquitos,75,PE,1567725907,319,-3.75,-73.25,42.8,6.93
577,Cap Malheureux,20,MU,1567726089,93,-19.98,57.61,67.1,3.36
578,Vanimo,71,PG,1567726089,69,-2.67,141.3,80.15,1.16
579,Matagami,87,NG,1567726089,94,9.67,8.4,69.17,0.85
580,Olyka,81,UA,1567726089,95,50.73,25.81,51.01,4.54
581,Guia de Isora,40,ES,1567726089,73,28.21,-16.78,68.83,1.12
582,Daoukro,90,CI,1567726089,99,7.06,-3.97,70.97,3.11
583,Ureki,75,GE,1567726089,88,42,41.78,69.71,4.7
585,Guilin,0,CN,1567725875,88,25.28,110.29,73.4,4.47
586,Arraial do Cabo,75,BR,1567726090,93,-22.97,-42.02,64.4,9.17
587,Nantucket,1,US,1567726090,82,41.28,-70.1,60.53,6.93
588,Bambui,90,CM,1567726090,98,6.01,10.23,62.51,3.2
589,Isangel,40,VU,1567726090,64,-19.55,169.27,75.2,5.82
590,Lata,98,IN,1567726090,92,30.78,78.62,46.31,1.79
591,Pitea,5,SE,1567726091,87,65.32,21.48,52.83,10.29
592,Erzin,0,TR,1567726091,74,36.95,36.2,79.11,18.34
593,Ciudad Guayana,59,VE,1567726091,70,8.32,-62.69,84.99,1.99
594,Tullahoma,1,US,1567726091,45,35.36,-86.21,80.26,9.17
595,Price,1,US,1567726091,18,39.6,-110.81,72.39,13.87
596,Drayton Valley,50,CA,1567726073,61,53.22,-114.98,65.39,3.56
597,Aknada,18,RU,1567726091,66,43.38,46.91,69.89,15.99
598,Sola,54,TZ,1567726091,71,-3.17,33.8,68.99,2.82
599,Darnah,0,LY,1567726092,74,32.77,22.64,78.53,7.38
600,Tubmanburg,100,LR,1567726092,96,6.87,-10.82,73.85,3.51
601,Williams Lake,75,CA,1567726092,40,52.13,-122.14,71.6,6.93
602,Luebo,24,CD,1567726092,48,-5.35,21.42,77.63,1.07
603,Lulea,1,SE,1567726092,87,65.58,22.15,55.4,10.29
604,Tocopilla,3,CL,1567726092,87,-22.09,-70.2,56.93,15.37
606,Rawson,100,AR,1567726092,94,-43.3,-65.11,36.95,15.86
607,Abu Samrah,0,SY,1567726093,90,35.3,37.18,67.19,9.04
608,Noyabrsk,100,RU,1567726093,74,63.2,75.45,51.89,3.69
609,Pimentel,17,BR,1567726093,83,-3.7,-45.5,76.01,3.62
610,Betsiamites,1,CA,1567726093,58,48.94,-68.65,54.48,3.36
611,Katherine,0,AU,1567726093,60,-14.47,132.26,73.4,3.74
612,Tubuala,40,PA,1567726094,78,9.52,-79.03,82.4,4.7
613,Garissa,68,KE,1567726094,80,-0.46,39.64,72.23,11.92
614,Biritiba-Mirim,75,BR,1567726094,82,-23.57,-46.04,57.24,2.24
615,Aleksandrov Gay,50,RU,1567726094,61,50.14,48.57,56.21,6.26
617,Nha Trang,20,VN,1567726094,69,12.24,109.19,82.4,12.75
618,Phatthalung,78,TH,1567726094,79,7.62,100.08,76.73,2.95
619,Micheweni,46,TZ,1567726094,80,-4.97,39.83,77.09,9.51
620,Touros,20,BR,1567726095,83,-5.2,-35.46,77,6.93
621,Tabou,89,CI,1567726095,95,4.42,-7.36,73.67,3.6
622,Mwinilunga,0,ZM,1567726095,30,-11.73,24.43,61.07,5.75
623,Acapulco,75,MX,1567726095,66,16.86,-99.88,87.8,8.05
624,Axim,94,GH,1567726095,92,4.87,-2.24,76.37,11.34
625,Ust-Nera,99,RU,1567726095,71,64.57,143.24,38.03,5.35
627,Champerico,40,MX,1567726096,49,16.38,-93.6,91.4,17.22
628,Mareeba,35,AU,1567726096,40,-16.99,145.42,72.59,1.12
629,Casablanca,40,MA,1567725978,94,33.6,-7.62,71.2,2.24
630,Hualmay,0,PE,1567726096,91,-11.1,-77.61,60.53,11.48
631,Sunggal,99,ID,1567726096,47,3.58,98.62,81,1.9
633,Saint-Georges,80,CA,1567726096,28,46.12,-70.67,56.17,3.98
634,Leh,0,IN,1567726096,45,34.16,77.58,42.89,8.19
636,Bereda,20,ES,1567726096,72,43.27,-7.54,58.73,5.82
